Confirmed derivation	NEW SUFFIX	Zero	V synset	V literal	N synset	N literal	Existing MS relation	MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
YES	ion	FALSE	eng-30-01540042-v	assimilate	eng-30-13434688-n	assimilation	event	MS
Y	ion	FALSE	eng-30-00602255-v	assimilate	eng-30-13434878-n	assimilation	event	NEW_LIT_PAIR_KNOWN_REL
YES	ion	FALSE	eng-30-00160261-v	assimilate	eng-30-13930928-n	assimilation	state	MS
YES	ion	FALSE	eng-30-00159642-v	assimilate	eng-30-13930928-n	assimilation	state	MS
Y	ance	FALSE	eng-30-02547586-v	assist	eng-30-05154908-n	assistance	by-means-of	NEW_LIT_PAIR_KNOWN_REL
YES	ance	FALSE	eng-30-02547586-v	assist	eng-30-01207609-n	assistance	event	MS
Y	ance	FALSE	eng-30-02540670-v	assist	eng-30-01207609-n	assistance	event	NEW_LIT_PAIR_KNOWN_REL
Y	ant	FALSE	eng-30-02414710-v	assist	eng-30-09815790-n	assistant		NEW_PAIR_REL
YES	ion	FALSE	eng-30-02470175-v	associate	eng-30-01081628-n	association	event	MS
YES	ion	FALSE	eng-30-00713167-v	associate	eng-30-05763916-n	association	event	MS
YES	ion	FALSE	eng-30-02589245-v	associate	eng-30-01081628-n	association	event	MS
YES	ion	FALSE	eng-30-02470175-v	associate	eng-30-13930385-n	association	event	MS
YES	ion	FALSE	eng-30-02470175-v	associate	eng-30-13782769-n	association	result	MS
YES	ion	FALSE	eng-30-02470175-v	associate	eng-30-08049401-n	association	result	MS
YES	ion	FALSE	eng-30-00713167-v	associate	eng-30-14421139-n	association	state	MS
Y	ion	FALSE	eng-30-02589245-v	associate	eng-30-08049401-n	association		NEW_PAIR_REL
Y	ion	FALSE	eng-30-02470175-v	associate	eng-30-07990377-n	association		NEW_PAIR_REL
Y	ent	FALSE	eng-30-00304662-v	astringe	eng-30-02750835-n	astringent		NEW_PAIR_REL
Y	ent	FALSE	eng-30-01388386-v	astringe	eng-30-02750835-n	astringent		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00330144-v	atomise	eng-30-14585519-n	atom		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00330144-v	atomise	eng-30-14619225-n	atom		NEW_PAIR_REL
Y	ise	FALSE	eng-30-01373138-v	atomise	eng-30-14619225-n	atom		NEW_PAIR_REL
Y	ant	FALSE	eng-30-02612762-v	attend	eng-30-09821831-n	attendant		NEW_PAIR_REL
Y	er	FALSE	eng-30-02612762-v	attend	eng-30-09821831-n	attender		NEW_PAIR_REL
Y	ant	FALSE	eng-30-01014821-v	attest	eng-30-10786270-n	attestant		NEW_PAIR_REL
Y	or	FALSE	eng-30-01014821-v	attest	eng-30-10786270-n	attestator		NEW_PAIR_REL
Y	or	FALSE	eng-30-01014821-v	attest	eng-30-10786270-n	attestor		NEW_PAIR_REL
Y	ise	FALSE	eng-30-02519494-v	attitudinise	eng-30-00755863-n	attitude		NEW_PAIR_REL
Y	ise	FALSE	eng-30-02519494-v	attitudinise	eng-30-05079866-n	attitude		NEW_PAIR_REL
Y	er	FALSE	eng-30-01505254-v	attract	eng-30-10032676-n	attracter	agent	NEW_LIT_PAIR_KNOWN_REL
Y	er	FALSE	eng-30-01505254-v	attract	eng-30-05850823-n	attracter	property	NEW_LIT_PAIR_KNOWN_REL
Y	er	FALSE	eng-30-01807882-v	attract	eng-30-05850823-n	attracter	property state	NEW_LIT_PAIR_KNOWN_REL
Y	or	FALSE	eng-30-01505254-v	attract	eng-30-10032676-n	attractor	agent	NEW_LIT_PAIR_KNOWN_REL
Y	or	FALSE	eng-30-01505254-v	attract	eng-30-05850823-n	attractor	property	NEW_LIT_PAIR_KNOWN_REL
YES	or	FALSE	eng-30-01807882-v	attract	eng-30-05850823-n	attractor	state	MS
Y	ate	FALSE	eng-30-00871942-v	auspicate	eng-30-07286799-n	auspice		NEW_PAIR_REL
YES	ation	FALSE	eng-30-00803325-v	authorise	eng-30-01138670-n	authorisation	event	MS
Y	ation	FALSE	eng-30-02473981-v	authorise	eng-30-01138670-n	authorisation	event	NEW_LIT_PAIR_KNOWN_REL
YES	ation	FALSE	eng-30-00803325-v	authorise	eng-30-05176607-n	authorisation	undergoer	MS
Y	ise	FALSE	eng-30-00480221-v	automatise	eng-30-02761392-n	automaton		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00480221-v	automatise	eng-30-09825519-n	automaton		NEW_PAIR_REL
Y	ise	FALSE	eng-30-01513990-v	autotomise	eng-30-00394242-n	autotomy		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00018526-v	awake	eng-30-01259773-n	awakening		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00018526-v	awaken	eng-30-01259773-n	awakening		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00018813-v	awaken	eng-30-01259773-n	awakening		NEW_PAIR_REL
Y		TRUE	eng-30-02570267-v	baby	eng-30-09827683-n	baby		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02217695-v	back	eng-30-13365698-n	backing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02453889-v	back	eng-30-01213886-n	backing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02556817-v	back	eng-30-01213886-n	backing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00185857-v	back	eng-30-02769460-n	backing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02217695-v	back	eng-30-01213886-n	backing		NEW_PAIR_REL
Y		TRUE	eng-30-01926031-v	backpack	eng-30-02769748-n	backpack		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01926031-v	backpack	eng-30-00319312-n	backpacking		NEW_PAIR_REL
Y		TRUE	eng-30-01076130-v	backstop	eng-30-02771547-n	backstop		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00138360-v	bacterise	eng-30-01348530-n	bacterium		NEW_PAIR_REL
Y		TRUE	eng-30-01485839-v	bag	eng-30-02774152-n	bag		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01485839-v	bag	eng-30-04123567-n	bagging		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02717362-v	bag	eng-30-04123567-n	bagging		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01663749-v	bake	eng-30-00715843-n	baking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00319886-v	bake	eng-30-00246341-n	baking		NEW_PAIR_REL
YES		TRUE	eng-30-02264967-v	balance	eng-30-13408980-n	balance	result	MS
YES		TRUE	eng-30-01602318-v	balance	eng-30-14002279-n	balance	state	MS
YES		TRUE	eng-30-02743020-v	balance	eng-30-14002279-n	balance	state	MS
YES		TRUE	eng-30-02673134-v	balance	eng-30-14002279-n	balance	state	MS
Y		TRUE	eng-30-02673134-v	balance	eng-30-13897996-n	balance		NEW_PAIR_REL
Y	ist	FALSE	eng-30-01948659-v	balloon	eng-30-09835348-n	balloonist		NEW_PAIR_REL
YES		TRUE	eng-30-01304342-v	band	eng-30-02784998-n	band	by-means-of	MS
Y		TRUE	eng-30-01297401-v	band	eng-30-02785191-n	band	uses	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-01297401-v	band	eng-30-04092609-n	band		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01303547-v	bandage	eng-30-00696882-n	bandaging		NEW_PAIR_REL
YES		TRUE	eng-30-02343056-v	bank	eng-30-08420278-n	bank	agent	MS
YES		TRUE	eng-30-02343374-v	bank	eng-30-08420278-n	bank	agent	MS
YES		TRUE	eng-30-02039413-v	bank	eng-30-00169305-n	bank	event	MS
YES		TRUE	eng-30-02343056-v	bank	eng-30-02787772-n	bank	location	MS
YES		TRUE	eng-30-02310855-v	bank	eng-30-02787772-n	bank	location	MS
YES		TRUE	eng-30-02343374-v	bank	eng-30-02787772-n	bank	location	MS
YES		TRUE	eng-30-01587705-v	bank	eng-30-09213565-n	bank	uses	MS
Y		TRUE	eng-30-02310855-v	bank	eng-30-08420278-n	bank		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02343056-v	bank	eng-30-01100658-n	banking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02343374-v	bank	eng-30-01100273-n	banking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02310855-v	bank	eng-30-01100273-n	banking		NEW_PAIR_REL
Y	cy	FALSE	eng-30-02318165-v	bankrupt	eng-30-14478433-n	bankruptcy		NEW_PAIR_REL
Y		TRUE	eng-30-01185981-v	banquet	eng-30-08253640-n	banquet	event	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-01185981-v	banquet	eng-30-07578093-n	banquet	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01186208-v	banquet	eng-30-08253640-n	banquet	uses	MS
YES		TRUE	eng-30-01186208-v	banquet	eng-30-07578093-n	banquet	uses	MS
Y	ing	FALSE	eng-30-01185981-v	banquet	eng-30-00840751-n	banqueting		NEW_PAIR_REL
Y		TRUE	eng-30-00324806-v	barbecue	eng-30-02790669-n	barbecue	BY_MEANS_OF	NEW_PAIR_REL
YES		TRUE	eng-30-00324806-v	barbecue	eng-30-07576781-n	barbecue	event	MS
YES		TRUE	eng-30-00324806-v	barbecue	eng-30-07654148-n	barbecue	result	MS
Y		TRUE	eng-30-00324806-v	barbeque	eng-30-07576781-n	barbeque	event	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00324806-v	barbeque	eng-30-07654148-n	barbeque	result	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00324806-v	barbeque	eng-30-02790669-n	barbeque		NEW_PAIR_REL
Y	er	FALSE	eng-30-01047745-v	bark	eng-30-09839515-n	barker		NEW_PAIR_REL
Y	ise	FALSE	eng-30-02398681-v	baronetise	eng-30-09840639-n	baronet		NEW_PAIR_REL
Y		TRUE	eng-30-01127215-v	barricade	eng-30-02796412-n	barricade		NEW_PAIR_REL
Y		TRUE	eng-30-01478002-v	barricade	eng-30-02796412-n	barricade		NEW_PAIR_REL
Y		TRUE	eng-30-01127075-v	barricade	eng-30-02796412-n	barricade		NEW_PAIR_REL
Y		TRUE	eng-30-01200068-v	base	eng-30-02798769-n	base		NEW_PAIR_REL
Y		TRUE	eng-30-01200068-v	base	eng-30-14618253-n	base		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00818253-v	bastardise	eng-30-09842823-n	bastard		NEW_PAIR_REL
Y	ise	FALSE	eng-30-02580853-v	bastardise	eng-30-02804772-n	bastard		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01413173-v	bat	eng-30-00126584-n	batting		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00037919-v	bath	eng-30-00427853-n	bathing		NEW_PAIR_REL
Y		TRUE	eng-30-00037919-v	bathe	eng-30-00257770-n	bath	event	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00037919-v	bathe	eng-30-02807731-n	bath	location	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00037919-v	bathe	eng-30-02808440-n	bath	location	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-00037919-v	bathe	eng-30-00427853-n	bathing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00035603-v	bathe	eng-30-00255214-n	bathing		NEW_PAIR_REL
Y		TRUE	eng-30-01243474-v	beak	eng-30-01758510-n	beak		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01601234-v	bear	eng-30-05002822-n	bearing		NEW_PAIR_REL
Y		TRUE	eng-30-02687730-v	beard	eng-30-02416270-n	beard		NEW_PAIR_REL
Y		TRUE	eng-30-02687730-v	beard	eng-30-05261566-n	beard		NEW_PAIR_REL
YES		TRUE	eng-30-02175578-v	beat	eng-30-07376937-n	beat	event	MS
YES		TRUE	eng-30-01624897-v	beat	eng-30-00547616-n	beat	event	MS
YES		TRUE	eng-30-01880113-v	beat	eng-30-07400906-n	beat	event	MS
YES		TRUE	eng-30-01945938-v	beat	eng-30-00314094-n	beat	event	MS
YES		TRUE	eng-30-01398919-v	beat	eng-30-00547616-n	beat	event	MS
YES		TRUE	eng-30-01398919-v	beat	eng-30-07376937-n	beat	event	MS
YES		TRUE	eng-30-02174830-v	beat	eng-30-07086518-n	beat	result	MS
YES		TRUE	eng-30-01880673-v	beat	eng-30-07086518-n	beat	result	MS
YES		TRUE	eng-30-01726879-v	beat	eng-30-07086518-n	beat	result	MS
YES		TRUE	eng-30-01880113-v	beat	eng-30-07086518-n	beat	result	MS
Y		TRUE	eng-30-01399576-v	beat	eng-30-07086518-n	beat		NEW_PAIR_REL
Y		TRUE	eng-30-02093610-v	beat	eng-30-05058893-n	beat		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01397210-v	beat	eng-30-01160729-n	beating		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01101913-v	beat	eng-30-01176219-n	beating		NEW_PAIR_REL
Y		TRUE	eng-30-02414913-v	beaver	eng-30-02363005-n	beaver		NEW_PAIR_REL
YES		TRUE	eng-30-01500082-v	bed	eng-30-02818832-n	bed	location	MS
YES		TRUE	eng-30-02337066-v	bed	eng-30-02818832-n	bed	uses	MS
Y		TRUE	eng-30-01426397-v	bed	eng-30-02818832-n	bed		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02270815-v	beg	eng-30-07187996-n	begging		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00782057-v	beg	eng-30-07187996-n	begging		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00759269-v	beg	eng-30-07187996-n	begging		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02679227-v	begin	eng-30-05868051-n	beginning		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00348746-v	begin	eng-30-07290905-n	beginning		NEW_PAIR_REL
Y		TRUE	eng-30-00721098-v	believe	eng-30-05916739-n	belief		NEW_PAIR_REL
Y		TRUE	eng-30-00683280-v	believe	eng-30-05941423-n	belief		NEW_PAIR_REL
Y		TRUE	eng-30-00257535-v	belly	eng-30-05555917-n	belly		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02301680-v	belong	eng-30-13244109-n	belongings		NEW_PAIR_REL
Y		TRUE	eng-30-02482889-v	bench	eng-30-08209519-n	bench		NEW_PAIR_REL
Y		TRUE	eng-30-02033137-v	bend	eng-30-02829696-n	bend		NEW_PAIR_REL
Y		TRUE	eng-30-02033137-v	bend	eng-30-13869327-n	bend		NEW_PAIR_REL
YES	al	FALSE	eng-30-02263346-v	bestow	eng-30-01086356-n	bestowal	event	MS
Y	al	FALSE	eng-30-02263692-v	bestow	eng-30-13271937-n	bestowal	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01155687-v	bet	eng-30-00506658-n	bet	event	MS
Y		TRUE	eng-30-00918580-v	bet	eng-30-00506658-n	bet	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01155687-v	bet	eng-30-13343526-n	bet	undergoer	MS
YES	ment	FALSE	eng-30-00622384-v	bewilder	eng-30-05685030-n	bewilderment	result	MS
Y	ment	FALSE	eng-30-01791232-v	bewilder	eng-30-05685030-n	bewilderment	state	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-02300060-v	bid	eng-30-06737112-n	bid		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00793580-v	bid	eng-30-07186528-n	bidding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02300060-v	bid	eng-30-06737112-n	bidding		NEW_PAIR_REL
Y		TRUE	eng-30-01935476-v	bike	eng-30-03790512-n	bike		NEW_PAIR_REL
Y		TRUE	eng-30-01493142-v	bin	eng-30-02839910-n	bin		NEW_PAIR_REL
Y	ery	FALSE	eng-30-01335804-v	bind	eng-30-02840515-n	bindery		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01303547-v	bind	eng-30-00696882-n	binding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01335804-v	bind	eng-30-02840927-n	binding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00567291-v	bind	eng-30-04689198-n	binding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01356750-v	bind	eng-30-04689198-n	binding		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01335804-v	bind	eng-30-02840619-n	binding		NEW_PAIR_REL
Y	ery	FALSE	eng-30-00907657-v	bitch	eng-30-01222333-n	bitchery		NEW_PAIR_REL
Y	ness	FALSE	eng-30-02195751-v	bitter	eng-30-04994824-n	bitterness	by-means-of property	NEW_LIT_PAIR_KNOWN_REL
Y	ise	FALSE	eng-30-00517240-v	bituminise	eng-30-14911530-n	bitumen		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00866505-v	bless	eng-30-01043693-n	blessing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00866505-v	bless	eng-30-07189411-n	blessing		NEW_PAIR_REL
Y		TRUE	eng-30-01337927-v	blindfold	eng-30-02851939-n	blindfold		NEW_PAIR_REL
YES		TRUE	eng-30-01479333-v	block	eng-30-02853449-n	block	event	MS
YES		TRUE	eng-30-00609100-v	block	eng-30-05645199-n	block	event	MS
YES		TRUE	eng-30-01147060-v	block	eng-30-00562398-n	block	event	MS
YES		TRUE	eng-30-00477528-v	block	eng-30-13914608-n	block	instrument	MS
Y		TRUE	eng-30-01478002-v	block	eng-30-00562398-n	block		NEW_PAIR_REL
Y		TRUE	eng-30-01476483-v	block	eng-30-00562398-n	block		NEW_PAIR_REL
Y	age	FALSE	eng-30-02145543-v	block	eng-30-01074694-n	blockage		NEW_PAIR_REL
Y	age	FALSE	eng-30-01147060-v	block	eng-30-01074694-n	blockage		NEW_PAIR_REL
Y	age	FALSE	eng-30-02557199-v	block	eng-30-01074694-n	blockage		NEW_PAIR_REL
Y	age	FALSE	eng-30-02559752-v	block	eng-30-01074694-n	blockage		NEW_PAIR_REL
Y	age	FALSE	eng-30-02557199-v	block	eng-30-14507951-n	blockage		NEW_PAIR_REL
Y	age	FALSE	eng-30-01478002-v	block	eng-30-01074694-n	blockage		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01476483-v	block	eng-30-00562398-n	blocking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01478002-v	block	eng-30-00562398-n	blocking		NEW_PAIR_REL
Y	ade	FALSE	eng-30-01478002-v	blockade	eng-30-00562398-n	block		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00294245-v	blossom	eng-30-13439570-n	blossoming		NEW_PAIR_REL
Y		TRUE	eng-30-01538928-v	blot	eng-30-04694441-n	blot		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00477247-v	blow	eng-30-13439807-n	blowing		NEW_PAIR_REL
Y		TRUE	eng-30-02505606-v	bludgeon	eng-30-02855793-n	bludgeon		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00521641-v	blue	eng-30-13439935-n	blueing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00521641-v	blue	eng-30-13439935-n	bluing		NEW_PAIR_REL
Y		TRUE	eng-30-02656763-v	board	eng-30-07565259-n	board		NEW_PAIR_REL
Y		TRUE	eng-30-01177118-v	board	eng-30-07565259-n	board		NEW_PAIR_REL
Y		TRUE	eng-30-01176897-v	board	eng-30-03201208-n	board		NEW_PAIR_REL
Y		TRUE	eng-30-02656763-v	board	eng-30-03201208-n	board		NEW_PAIR_REL
Y		TRUE	eng-30-01177118-v	board	eng-30-03201208-n	board		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01944692-v	boat	eng-30-00315390-n	boating		NEW_PAIR_REL
YES		TRUE	eng-30-00899352-v	bob	eng-30-00336274-n	bob	event	MS
YES		TRUE	eng-30-00039121-v	bob	eng-30-05259109-n	bob	result	MS
YES		TRUE	eng-30-01556178-v	bob	eng-30-02158066-n	bob	result	MS
Y		TRUE	eng-30-01865383-v	bob	eng-30-02860063-n	bob	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01939811-v	bob	eng-30-02860847-n	bob	vehicle	MS
Y		TRUE	eng-30-02698944-v	body	eng-30-05217859-n	body		NEW_PAIR_REL
Y	vise	FALSE	eng-30-00409281-v	bolshevise	eng-30-09863749-n	bolshie		NEW_PAIR_REL
Y		TRUE	eng-30-00166220-v	bombproof	eng-30-02868638-n	bombproof		NEW_PAIR_REL
Y		TRUE	eng-30-01897203-v	boogie	eng-30-07063249-n	boogie		NEW_PAIR_REL
Y	ing	FALSE	eng-30-00678777-v	book	eng-30-00270919-n	booking		NEW_PAIR_REL
Y	ing	FALSE	eng-30-02599754-v	book	eng-30-01218327-n	booking		NEW_PAIR_REL
Y		TRUE	eng-30-02005778-v	boomerang	eng-30-02871963-n	boomerang		NEW_PAIR_REL
Y		TRUE	eng-30-01625985-v	bootleg	eng-30-07902520-n	bootleg		NEW_PAIR_REL
Y		TRUE	eng-30-02242049-v	bootleg	eng-30-07902520-n	bootleg		NEW_PAIR_REL
Y		TRUE	eng-30-01171183-v	booze	eng-30-07901587-n	booze		NEW_PAIR_REL
YES		TRUE	eng-30-02710673-v	border	eng-30-08512736-n	border	location	MS
YES		TRUE	eng-30-01466978-v	border	eng-30-08512736-n	border	location	MS
YES		TRUE	eng-30-02710673-v	border	eng-30-13903387-n	border	location	MS
YES		TRUE	eng-30-01586850-v	border	eng-30-02875013-n	border	location	MS
YES		TRUE	eng-30-01467370-v	border	eng-30-08512736-n	border	location	MS
YES		TRUE	eng-30-01466978-v	border	eng-30-08565701-n	border	location	MS
YES		TRUE	eng-30-01467370-v	border	eng-30-08565701-n	border	location	MS
YES		TRUE	eng-30-02710673-v	border	eng-30-08565701-n	border	location	MS
YES		TRUE	eng-30-01467370-v	border	eng-30-02875013-n	border	location	MS
Y		TRUE	eng-30-02361600-v	border	eng-30-08565701-n	border	uses	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01821884-v	bore	eng-30-09867437-n	bore	agent	MS
YES		TRUE	eng-30-01443021-v	bore	eng-30-02875233-n	bore	result	MS
Y		TRUE	eng-30-01443021-v	bore	eng-30-05103283-n	bore		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01443021-v	bore	eng-30-00942799-n	boring		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01443021-v	bore	eng-30-00923130-n	boring		NEW_PAIR_REL
Y		TRUE	eng-30-02147313-v	bosom	eng-30-05553486-n	bosom		NEW_PAIR_REL
Y		TRUE	eng-30-02147313-v	bosom	eng-30-14416473-n	bosom		NEW_PAIR_REL
Y		TRUE	eng-30-01424456-v	bosom	eng-30-05553486-n	bosom		NEW_PAIR_REL
Y	ise	FALSE	eng-30-00645415-v	botanise	eng-30-06066555-n	botany		NEW_PAIR_REL
Y	ize	FALSE	eng-30-00645415-v	botanize	eng-30-06066555-n	botany		NEW_PAIR_REL
YES		TRUE	eng-30-01787955-v	bother	eng-30-05830059-n	bother	by-means-of	MS
Y		TRUE	eng-30-02507736-v	bother	eng-30-05830059-n	bother	by-means-of	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-01791535-v	bother	eng-30-05830059-n	bother	by-means-of	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02507736-v	bother	eng-30-07372565-n	bother	event	MS
Y		TRUE	eng-30-02283080-v	bottle	eng-30-02876657-n	bottle		NEW_PAIR_REL
Y		TRUE	eng-30-01502279-v	bottle	eng-30-02876657-n	bottle		NEW_PAIR_REL
Y		TRUE	eng-30-01502279-v	bottle	eng-30-13765396-n	bottle		NEW_PAIR_REL
Y	ful (im OED als Suffix)	FALSE	eng-30-01502279-v	bottle	eng-30-13765396-n	bottleful		NEW_PAIR_REL
Y		TRUE	eng-30-02337699-v	bottom	eng-30-08511970-n	bottom		NEW_PAIR_REL
Y		TRUE	eng-30-02337699-v	bottom	eng-30-08511241-n	bottom		NEW_PAIR_REL
Y		TRUE	eng-30-01238358-v	bottom	eng-30-08511970-n	bottom		NEW_PAIR_REL
Y		TRUE	eng-30-01238358-v	bottom	eng-30-08511241-n	bottom		NEW_PAIR_REL
YES		TRUE	eng-30-01892608-v	bounce	eng-30-07350401-n	bounce	event	MS
YES		TRUE	eng-30-01892104-v	bounce	eng-30-07350401-n	bounce	event	MS
Y		TRUE	eng-30-01892104-v	bounce	eng-30-00120202-n	bounce	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01892104-v	bounce	eng-30-05020981-n	bounce	property	MS
YES		TRUE	eng-30-01404389-v	bounce	eng-30-05020981-n	bounce	property	MS
YES		TRUE	eng-30-02710673-v	bound	eng-30-08512259-n	bound	by-means-of	MS
YES		TRUE	eng-30-02710673-v	bound	eng-30-13903079-n	bound	by-means-of	MS
YES		TRUE	eng-30-01892104-v	bound	eng-30-00120202-n	bound	event	MS
YES		TRUE	eng-30-01963942-v	bound	eng-30-00120202-n	bound	event	MS
YES		TRUE	eng-30-00233335-v	bound	eng-30-08512259-n	bound	location	MS
YES		TRUE	eng-30-00233335-v	bound	eng-30-13903079-n	bound	location	MS
Y		TRUE	eng-30-00233335-v	bound	eng-30-05124057-n	bound	property	NEW_LIT_PAIR_KNOWN_REL
Y	er	FALSE	eng-30-00201034-v	bowdlerise	eng-30-10073992-n	bowdleriser		NEW_PAIR_REL
Y		TRUE	eng-30-01146507-v	bowl	eng-30-02881546-n	bowl		NEW_PAIR_REL
Y		TRUE	eng-30-01485158-v	box	eng-30-02883344-n	box		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01419982-v	box	eng-30-00445802-n	boxing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01420765-v	box	eng-30-00445802-n	boxing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01485158-v	box	eng-30-00322228-n	boxing		NEW_PAIR_REL
Y	ing	FALSE	eng-30-01674717-v	braid	eng-30-02889035-n	braiding	result	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-01519727-v	braid	eng-30-02889035-n	braiding	uses	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00995716-v	braille	eng-30-06362792-n	braille		NEW_PAIR_REL
Y		TRUE	eng-30-01327020-v	brain	eng-30-05481095-n	brain		NEW_PAIR_REL
Y		TRUE	eng-30-01401676-v	brain	eng-30-05481095-n	brain		NEW_PAIR_REL
Y		TRUE	eng-30-00630223-v	brainstorm	eng-30-05807306-n	brainstorm		NEW_PAIR_REL
YES		TRUE	eng-30-00328802-v	branch	eng-30-13913849-n	branch	result	MS
Y		TRUE	eng-30-00329244-v	branch	eng-30-13913849-n	branch	result undergoer	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-00328802-v	branch	eng-30-09228324-n	branch		NEW_PAIR_REL
YES		TRUE	eng-30-00779061-v	break	eng-30-01062997-n	break	event	MS
YES		TRUE	eng-30-01597995-v	break	eng-30-00500280-n	break	event	MS
YES		TRUE	eng-30-02431320-v	break	eng-30-07313814-n	break	event	MS
YES		TRUE	eng-30-00334186-v	break	eng-30-07367548-n	break	event	MS
YES		TRUE	eng-30-02535716-v	break	eng-30-15271008-n	break	event	MS
YES		TRUE	eng-30-00107739-v	break	eng-30-14292090-n	break	event	MS
YES		TRUE	eng-30-00334996-v	break	eng-30-00376400-n	break	event	MS
YES		TRUE	eng-30-00336260-v	break	eng-30-14292090-n	break	event	MS
YES		TRUE	eng-30-00334186-v	break	eng-30-00376400-n	break	event	MS
YES		TRUE	eng-30-02073233-v	break	eng-30-00059989-n	break	event	MS
YES		TRUE	eng-30-02746449-v	break	eng-30-07367812-n	break	event	MS
Y		TRUE	eng-30-00779061-v	break	eng-30-15271008-n	break	event	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00334186-v	break	eng-30-09278537-n	break	result	MS
